City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
203,upington,-28.4478,-28.4478,77.38,8,0,3.44,ZA,1693143834
204,usinsk,65.9939,65.9939,43.79,96,100,7.45,RU,1693143834
205,oros,-6.2444,-6.2444,95.45,31,0,5.32,BR,1693143835
206,san patricio,28.017,28.017,84.04,75,0,5.75,US,1693143835
207,mejit,10.2753,10.2753,81.73,81,100,15.12,MH,1693143836
208,malvan,16.0667,16.0667,80.98,81,67,8.63,IN,1693143837
209,gaalkacyo,6.7697,6.7697,95.32,21,55,22.35,SO,1693143837
210,papao,-17.75,-17.75,76.68,68,37,14.23,PF,1693143837
211,hermanus,-34.4187,-34.4187,66.79,62,0,12.46,ZA,1693143838
212,dudinka,69.4058,69.4058,56.62,72,100,6.51,RU,1693143838
213,kapuskasing,49.4169,49.4169,50.09,93,0,2.3,CA,1693143839
214,moyale,3.5167,3.5167,82.9,26,2,16.75,KE,1693143839
215,rio grande,-32.035,-32.035,53.71,56,3,11.63,BR,1693143677
216,nahiyat ash shinafiyah,31.5874,31.5874,110.98,7,0,15.26,IQ,1693143840
217,smithers,54.7804,54.7804,50.32,100,40,0.0,CA,1693143840
218,georgetown,5.4112,5.4112,84.15,77,20,7.0,MY,1693143840
219,forster,-32.1667,-32.1667,54.28,88,13,5.37,AU,1693143841
220,san jose de jachal,-30.2406,-30.2406,49.86,49,0,5.7,AR,1693143842
221,berezovyy,51.6667,51.6667,48.83,90,69,3.27,RU,1693143842
222,francisco sa,-16.4758,-16.4758,75.34,46,91,4.92,BR,1693143843
223,kourou,5.1552,5.1552,87.85,60,13,8.79,GF,1693143843
224,balotra,25.8333,25.8333,91.2,43,58,25.05,IN,1693143551
225,suntar,62.1444,62.1444,57.7,47,0,3.91,RU,1693143844
226,calama,-22.4667,-22.4667,55.89,14,0,23.02,CL,1693143821
227,bafoulabe,13.8065,13.8065,88.45,68,100,8.61,ML,1693143845
228,puerto esperanza,-26.0152,-26.0152,62.64,39,0,3.67,AR,1693143845
229,margaret river,-33.95,-33.95,59.83,86,18,12.84,AU,1693143760
230,kapa'a,22.0752,22.0752,80.92,82,75,13.8,US,1693143846
231,guiyang,26.5833,26.5833,68.49,83,75,2.24,CN,1693143577
232,ta`u,-14.2336,-14.2336,79.65,80,100,20.98,AS,1693143846
233,le trait,49.4689,49.4689,68.54,62,59,14.54,FR,1693143847
234,east london,-33.0153,-33.0153,67.14,55,0,12.66,ZA,1693143832
235,lawton,34.6087,34.6087,79.41,72,0,13.8,US,1693143847
236,aripuana,-9.1667,-9.1667,91.11,45,15,3.83,BR,1693143848
237,hinton,53.4001,53.4001,55.76,68,7,4.72,CA,1693143848
238,kalevala,65.2,65.2,63.88,53,100,6.24,RU,1693143849
239,korem,12.5058,12.5058,70.68,52,81,12.15,ET,1693143849
240,puerto lempira,15.2667,15.2667,80.6,85,100,8.37,HN,1693143849
241,brasilia de minas,-16.2064,-16.2064,88.14,42,74,1.36,BR,1693143850
242,anna regina,7.2644,7.2644,86.67,68,8,11.79,GY,1693143850
243,baghlan,35.75,35.75,61.09,49,37,6.29,AF,1693143851
244,joutseno,61.118,61.118,68.54,46,97,2.59,FI,1693143851
245,hailar,49.2,49.2,59.31,62,100,3.53,CN,1693143852
246,miquelon,47.0975,47.0975,66.2,85,100,21.36,PM,1693143852
247,pechora,65.1472,65.1472,46.33,85,100,3.94,RU,1693143853
248,cowra,-33.8333,-33.8333,50.41,78,100,3.04,AU,1693143853
249,klyuchi,52.2667,52.2667,66.43,70,100,6.87,RU,1693143854
250,skopin,53.8249,53.8249,71.74,57,74,9.28,RU,1693143854
251,guarapari,-20.6667,-20.6667,64.89,88,100,7.96,BR,1693143820
252,crane,31.3974,31.3974,81.18,44,22,9.73,US,1693143855
253,tocopilla,-22.092,-22.092,69.4,60,18,5.19,CL,1693143855
254,esmeraldas,-19.7625,-19.7625,63.64,54,70,8.28,BR,1693143855
255,minas de marcona,-15.2119,-15.2119,59.04,71,44,10.69,PE,1693143857
256,new norfolk,-42.7826,-42.7826,41.72,96,2,1.95,AU,1693143857
257,nishinoomote,30.7333,30.7333,81.54,81,95,10.71,JP,1693143591
258,saldanha,-33.0117,-33.0117,68.05,66,0,10.71,ZA,1693143858
259,tumayr,25.7039,25.7039,107.87,8,5,10.04,SA,1693143858
260,luganville,-15.5333,-15.5333,73.26,72,100,9.35,VU,1693143859
261,al hawatah,13.4167,13.4167,91.27,50,33,9.57,SD,1693143859
262,libenge,3.65,3.65,87.19,55,100,3.31,CD,1693143860
263,berdigestyakh,62.0989,62.0989,60.49,70,14,3.09,RU,1693143860
264,ciudad rodrigo,40.6,40.6,73.78,26,9,10.89,ES,1693143861
265,harper,4.375,4.375,78.8,81,96,12.06,LR,1693143861
266,enewetak,11.3474,11.3474,80.55,84,100,19.44,MH,1693143861
267,hawaiian paradise park,19.5933,19.5933,71.89,95,100,5.75,US,1693143862
268,qaryat suluq,31.6682,31.6682,91.02,37,0,16.4,LY,1693143862
269,kuyeda,56.4311,56.4311,52.79,75,100,11.61,RU,1693143863
270,show low,34.2542,34.2542,67.14,74,40,0.0,US,1693143863
271,bonga,7.2833,7.2833,70.25,73,87,2.39,ET,1693143863
272,dungannon,54.5034,54.5034,58.51,95,100,5.55,GB,1693143864
273,itoman,26.1247,26.1247,83.17,83,20,3.44,JP,1693143837
274,majdal shams,33.2684,33.2684,81.37,51,0,14.43,IL,1693143864
275,plastun,44.7561,44.7561,62.26,98,100,3.83,RU,1693143865
276,ketchikan,55.3422,55.3422,57.18,100,100,0.0,US,1693143865
277,lihue,21.9789,21.9789,80.19,77,75,13.8,US,1693143865
278,palikir - national government center,6.9248,6.9248,75.94,94,100,2.3,FM,1693143866
279,badger,64.8,64.8,61.81,86,100,0.0,US,1693143866
280,namibe,-15.1961,-15.1961,75.83,60,0,12.66,AO,1693143867
281,sao paulo de olivenca,-3.3783,-3.3783,88.84,57,6,2.1,BR,1693143867
282,dryden,49.7833,49.7833,55.69,94,75,5.75,CA,1693143868
283,manavalakurichi,8.1333,8.1333,81.34,82,33,12.97,IN,1693143868
284,hammond,41.5834,41.5834,70.05,64,0,10.36,US,1693143869
285,manokwari,-0.8667,-0.8667,78.64,82,100,3.04,ID,1693143869
286,galliano,29.4422,29.4422,87.8,62,0,6.91,US,1693143870
287,chifeng,42.2683,42.2683,62.35,57,80,3.62,CN,1693143870
288,agri,39.6667,39.6667,85.33,20,0,4.61,TR,1693143870
289,horta,38.5333,38.5333,76.64,80,20,20.0,PT,1693143871
290,itarsi,22.6167,22.6167,76.71,81,12,6.42,IN,1693143871
291,afaahiti,-17.75,-17.75,75.07,71,42,16.37,PF,1693143872
292,bredasdorp,-34.5322,-34.5322,59.07,59,0,13.69,ZA,1693143872
293,kampong speu,11.5,11.5,80.44,75,100,5.01,KH,1693143872
294,rufino,-34.2683,-34.2683,51.46,42,100,12.46,AR,1693143764
295,balqash,46.8481,46.8481,72.19,64,75,15.66,KZ,1693143873
296,saudarkrokur,65.7461,65.7461,58.05,59,18,6.55,IS,1693143873
297,siilinjarvi,63.0833,63.0833,67.28,48,0,4.61,FI,1693143874
298,ladovskaya balka,45.6297,45.6297,87.17,16,0,8.81,RU,1693143874
299,sikasso,10.9167,10.9167,75.47,83,100,2.73,ML,1693143874
300,tolanaro,-25.0319,-25.0319,77.07,73,20,13.8,MG,1693143875
301,vorgashor,67.5833,67.5833,43.25,91,97,9.98,RU,1693143875
302,acarau,-2.8856,-2.8856,88.88,53,3,14.14,BR,1693143876
303,lompoc,34.6391,34.6391,64.92,87,100,3.0,US,1693143876
304,vila franca do campo,37.7167,37.7167,79.21,67,77,12.39,PT,1693143876
305,el bauga,18.262,18.262,105.93,21,10,12.21,SD,1693143877
306,bairnsdale,-37.8333,-37.8333,48.06,95,100,2.82,AU,1693143877
307,veshkayma,54.05,54.05,61.81,50,100,13.56,RU,1693143878
308,utrik,11.2278,11.2278,82.0,82,100,16.31,MH,1693143878
309,longyearbyen,78.2186,78.2186,46.24,93,75,11.5,SJ,1693143879
310,adrar,20.5022,20.5022,107.13,9,6,9.13,MR,1693143743
311,wafangdian,39.6183,39.6183,67.51,82,100,1.23,CN,1693143879
312,wotje,9.4543,9.4543,82.11,79,98,14.14,MH,1693143880
313,gazojak,41.1875,41.1875,76.71,17,0,16.08,TM,1693143880
314,nogliki,51.8333,51.8333,51.35,91,100,3.58,RU,1693143880
315,revda,56.801,56.801,51.44,80,58,5.79,RU,1693143881
316,lerwick,60.1545,60.1545,55.4,86,100,11.88,GB,1693143881
317,outokumpu,62.7269,62.7269,66.09,46,100,3.15,FI,1693143881
318,cadale,2.7603,2.7603,80.33,75,18,20.92,SO,1693143882
319,castillos,-34.1667,-34.1667,50.25,50,1,8.9,UY,1693143882
320,lesnoy,57.6198,57.6198,55.4,66,70,2.35,RU,1693143858
321,lake city,30.1897,30.1897,82.8,74,0,0.0,US,1693143883
322,rice lake,45.5061,45.5061,58.64,100,40,0.0,US,1693143883
323,loandjili,-4.7561,-4.7561,78.35,73,88,10.54,CG,1693143884
324,yambio,4.5721,4.5721,90.48,46,58,1.5,SS,1693143884
325,katsuren-haebaru,26.3369,26.3369,83.17,86,20,4.61,JP,1693143884
326,corozal,9.3151,9.3151,82.22,84,93,5.44,CO,1693143885
327,nikolayevsk-on-amure,53.1406,53.1406,51.13,72,74,2.86,RU,1693143885
328,trail,49.0998,49.0998,61.25,63,0,3.76,CA,1693143886
329,susuman,62.7833,62.7833,46.38,76,98,2.64,RU,1693143886
330,san sebastian de la gomera,28.0916,28.0916,88.38,58,0,9.22,ES,1693143886
331,davos,46.8043,46.8043,51.71,96,100,3.83,CH,1693143886
332,road town,18.4167,18.4167,86.09,74,20,8.05,VG,1693143887
333,nemuro,43.3236,43.3236,66.99,100,100,7.7,JP,1693143887
334,byron bay,-28.65,-28.65,56.71,79,9,6.76,AU,1693143887
335,turpan,42.9333,42.9333,97.9,11,0,4.38,CN,1693143888
336,oranjemund,-28.55,-28.55,77.36,22,0,15.86,NA,1693143611
337,juli,-16.2167,-16.2167,48.29,22,4,2.86,PE,1693143888
338,flying fish cove,-10.4217,-10.4217,74.88,83,40,12.66,CX,1693143889
339,christchurch,-43.5333,-43.5333,41.92,84,75,10.36,NZ,1693143636
340,kuala tungkal,-0.8167,-0.8167,80.06,82,6,4.97,ID,1693143890
341,laguna,38.421,38.421,67.17,85,0,4.61,US,1693143890
342,antonio enes,-16.2325,-16.2325,79.65,68,0,11.14,MZ,1693143890
343,kerrville,30.0474,30.0474,82.29,61,0,0.0,US,1693143891
344,baganga,7.5739,7.5739,79.41,86,16,5.99,PH,1693143891
345,mount gambier,-37.8333,-37.8333,45.43,96,68,2.39,AU,1693143829
346,saint-francois,46.4154,46.4154,69.67,56,40,11.5,FR,1693143892
347,chos malal,-37.3781,-37.3781,45.34,35,0,5.17,AR,1693143892
348,baukau,51.5526,51.5526,75.18,50,65,5.99,DE,1693143892
349,ar rutbah,33.0381,33.0381,99.19,15,0,8.46,IQ,1693143893
350,al ghayzah,16.2079,16.2079,81.23,80,45,15.46,YE,1693143893
351,altay,47.8667,47.8667,78.1,21,100,8.68,CN,1693143893
352,talnakh,69.4865,69.4865,56.21,68,99,5.77,RU,1693143894
353,santa elena de uairen,4.6167,4.6167,82.33,45,0,7.85,VE,1693143894
354,fundacion,10.5207,10.5207,86.29,68,97,7.65,CO,1693143894
355,villa gesell,-37.2639,-37.2639,49.05,63,0,4.07,AR,1693143731
356,north bend,43.4065,43.4065,61.86,82,100,0.0,US,1693143895
357,san juan de betulia,9.2735,9.2735,82.2,85,94,5.68,CO,1693143895
358,constantia,44.1833,44.1833,86.7,54,0,9.01,RO,1693143645
359,hami,42.8,42.8,90.52,12,0,26.02,CN,1693143896
360,newman,37.3138,37.3138,65.28,82,0,4.54,US,1693143896
361,machico,32.7,32.7,81.72,68,40,16.11,PT,1693143897
362,tutoia,-2.7619,-2.7619,86.56,56,92,10.92,BR,1693143897
363,mhamid,29.82,29.82,108.5,10,0,11.99,MA,1693143897
364,le port,-20.9373,-20.9373,77.0,97,84,6.04,RE,1693143897
365,jalai nur,49.45,49.45,60.58,61,100,10.49,CN,1693143898
366,port blair,11.6667,11.6667,82.44,83,75,4.61,IN,1693143898
367,usogorsk,63.4106,63.4106,46.76,85,100,7.29,RU,1693143898
368,ola,59.5833,59.5833,52.14,87,22,1.77,RU,1693143899
369,woolgoolga,-30.1106,-30.1106,58.05,78,36,4.83,AU,1693143899
370,severo-yeniseyskiy,60.3725,60.3725,50.14,75,91,3.8,RU,1693143899
371,rypin,53.066,53.066,75.65,55,100,6.11,PL,1693143900
372,verkhniye sergi,56.6469,56.6469,50.86,81,75,6.64,RU,1693143900
373,hasaki,35.7333,35.7333,81.3,81,100,11.23,JP,1693143900
374,ganjam,19.3833,19.3833,85.15,77,62,6.71,IN,1693143901
375,kone,-21.0595,-21.0595,62.64,76,98,4.29,NC,1693143902
376,karangampel,-6.4622,-6.4622,79.93,72,36,9.35,ID,1693143902
377,chandler,33.3062,33.3062,91.04,43,40,6.91,US,1693143748
378,vernon,50.2581,50.2581,58.93,68,0,3.44,CA,1693143903
379,calvinia,-31.4707,-31.4707,68.23,17,0,12.06,ZA,1693143903
380,wladyslawowo,54.7909,54.7909,72.41,69,100,7.96,PL,1693143903
381,khovd,48.0056,48.0056,74.1,26,67,4.05,MN,1693143904
382,mangrol,21.1167,21.1167,80.67,77,96,12.33,IN,1693143904
383,natal,-5.795,-5.795,84.85,74,75,9.22,BR,1693143904
384,puerto baquerizo moreno,-0.9,-0.9,74.07,79,89,13.18,EC,1693143905
385,tofol,5.3248,5.3248,83.68,72,100,9.75,FM,1693143905
386,cururupu,-1.8283,-1.8283,89.51,51,8,6.87,BR,1693143905
387,talara,-4.5772,-4.5772,70.56,83,40,13.13,PE,1693143906
388,tual,-5.6667,-5.6667,77.49,86,93,21.81,ID,1693143906
389,mount darwin,-16.7725,-16.7725,80.06,38,3,17.69,ZW,1693143907
390,puerto deseado,-47.7503,-47.7503,48.07,53,64,26.87,AR,1693143907
391,johnstown,40.3267,40.3267,73.78,93,100,4.61,US,1693143908
392,khasab,26.1799,26.1799,99.03,47,10,3.27,OM,1693143816
393,coahuayana de hidalgo,18.7,18.7,78.91,83,100,2.71,MX,1693143908
394,sisimiut,66.9395,66.9395,44.17,75,100,24.09,GL,1693143909
395,pizarro,4.9533,4.9533,80.15,84,79,3.89,CO,1693143909
396,tazovsky,67.4667,67.4667,53.46,75,100,15.68,RU,1693143909
397,douglas,41.3,41.3,66.51,87,0,5.75,US,1693143910
398,cabo san lucas,22.8909,22.8909,85.51,74,20,11.5,MX,1693143910
399,balikpapan,-1.2675,-1.2675,81.59,83,40,4.61,ID,1693143860
400,marsa alam,25.0757,25.0757,95.07,37,8,21.32,EG,1693143911
401,kailashahar,24.3333,24.3333,76.75,97,100,6.06,IN,1693143911
402,yung shue wan,22.2333,22.2333,86.68,85,95,9.57,HK,1693143911
403,arno,60.1167,60.1167,63.79,57,8,4.36,SE,1693143912
404,mildura,-34.2,-34.2,51.08,80,83,8.81,AU,1693143795
405,bangor,54.6534,54.6534,61.09,82,100,2.3,GB,1693143912
406,fort irwin,35.2627,35.2627,71.13,37,0,6.91,US,1693143913
407,la passe,45.5549,45.5549,75.43,51,7,17.36,FR,1693143914
408,tralee,52.2704,52.2704,62.85,94,75,9.22,IE,1693143667
409,okhotsk,59.3833,59.3833,57.85,71,11,4.25,RU,1693143915
410,arraial do cabo,-22.9661,-22.9661,64.26,88,75,4.61,BR,1693143912
411,sydney,-33.8679,-33.8679,56.5,86,100,4.61,AU,1693143897
412,broken hill,-31.95,-31.95,56.66,58,0,9.46,AU,1693143916
413,basco,20.4487,20.4487,83.35,79,4,11.9,PH,1693143916
414,dwarka,22.2394,22.2394,81.72,74,97,16.69,IN,1693143917
415,colby,39.3958,39.3958,62.04,79,0,3.44,US,1693143917
416,ouesso,1.6136,1.6136,84.99,63,100,3.22,CG,1693143917
417,necochea,-38.5473,-38.5473,49.78,56,0,11.03,AR,1693143918
418,ardakan,32.31,32.31,92.61,19,0,16.82,IR,1693143918
419,murzuq,25.9155,25.9155,107.37,12,89,6.51,LY,1693143918
420,hobyo,5.3505,5.3505,81.37,68,2,29.28,SO,1693143919
421,saint-pierre,-21.3393,-21.3393,76.68,69,0,1.14,RE,1693143919
422,phitsanulok,16.9167,16.9167,82.51,84,100,2.3,TH,1693143717
423,shahrud,36.4182,36.4182,71.69,36,18,15.03,IR,1693143881
424,midvagur,62.0511,62.0511,52.63,93,100,8.05,FO,1693143920
425,poronaysk,49.2167,49.2167,56.59,95,100,7.05,RU,1693143920
426,alaghsas,17.0187,17.0187,98.49,39,20,9.22,NE,1693143921
427,marion,39.7684,39.7684,69.04,86,100,11.5,US,1693143921
428,nesterov,54.6306,54.6306,80.19,43,91,3.91,RU,1693143921
429,akyurt,40.1351,40.1351,89.13,15,20,13.8,TR,1693143921
430,st. john's,47.5649,47.5649,68.79,74,75,11.5,CA,1693143922
431,choibalsan,48.0667,48.0667,56.93,74,100,4.83,MN,1693143922
432,conde,-7.2597,-7.2597,83.66,74,75,8.05,BR,1693143922
433,tucuma,-0.1833,-0.1833,89.13,56,17,5.75,BR,1693143923
434,cidreira,-30.1811,-30.1811,55.15,50,4,10.47,BR,1693143923
